,Radius,Mass,Gravity,Pressure,Density
26,26000.0,3.590183810188533e+17,-0.0354466920182564,5.090668725326785,5171
27,27000.0,4.029453358729248e+17,-0.03689133134727931,5.090477960252388,5171
28,28000.0,4.5031626795667936e+17,-0.038336044224786536,5.090279724567702,5171
29,29000.0,5.0126113867501075e+17,-0.0397808230423142,5.090074017931749,5171
30,30000.0,5.559099094328127e+17,-0.041225661205860235,5.0898608400376535,5171
31,31000.0,6.143925416349788e+17,-0.042670552972261584,5.089640190608234,5171
32,32000.0,6.76838996686403e+17,-0.04411549331625058,5.089412069392296,5171
33,33000.0,7.433792359919786e+17,-0.04556047782168285,5.08917647616148,5171
34,34000.0,8.141432209565997e+17,-0.04700550259196049,5.088933410707576,5171
35,35000.0,8.892609129851598e+17,-0.048450564175811034,5.088682872840224,5171
36,36000.0,9.688622734825526e+17,-0.04989565950543673,5.088424862384921,5171
37,37000.0,1.0530772638536718e+18,-0.05134078584469365,5.088159379181318,5171
38,38000.0,1.1420358455034112e+18,-0.05278594074545302,5.087886423081724,5171
39,39000.0,1.2358679798366643e+18,-0.05423112201067618,5.087605993949806,5171
40,40000.0,1.334703628258325e+18,-0.05567632766302836,5.087318091659461,5171
41,41000.0,1.438672752173287e+18,-0.05712155591808547,5.087022716093808,5171
42,42000.0,1.547905312986444e+18,-0.058566805161368606,5.086719867144319,5171
43,43000.0,1.6625312721026898e+18,-0.06001207392858292,5.086409544710033,5171
44,44000.0,1.782680590926918e+18,-0.06145736088855128,5.086091748696878,5171
45,45000.0,1.908483230864022e+18,-0.06290266482842341,5.0857664790170505,5171
46,46000.0,2.0400691533188959e+18,-0.06434798464081429,5.085433735588473,5171
